"Character";"Line";"Season";"Episode_Number"
"Jim";" All right. We’ll see. [to camera] No.  ";5;5
"Jim";" I am off to New York. My brother Pete from Boston, and my brother Tom from New Jersey are taking Pam and I out for lunch, to celebrate the engagement. Or maybe to beat me up. I can never tell with those two.   ";5;5
"Dwight";" Good morning temp.";5;5
"Ryan";" ‘Morning. [Dwight reveals Cornell sweatshirt] Wow. Good morning Dwight.";5;5
"Dwight";" Thought I’d go casual today. Morning everyone. Good morning.  Hello.  How are you Phyllis?";5;5
"Andy";" Ha ha ha. That’s funny. [angrily] Take that sweatshirt off!  Hey buddy. ";5;5
"Dwight";" Andy.";5;5
"Andy";" Remember when I jokingly yelled at you to take your sweatshirt off? Totally joking. But, you should know, those colors are sacred. Not that I care. But if you’re not a Cornell man, you probably shouldn’t wear them.";5;5
"Dwight";" No I get it. I totally understand. And uh, I just want to assure you, that I mean no disrespect. You see, I’m applying!";5;5
"Andy";" Come on, you think you can get into Cornell?";5;5
"Dwight";" Well if somebody who barely out-sells Phyllis, can get in, I should be fine.";5;5
"Phyllis";" I’m sitting right here Dwight.";5;5
"Dwight";" I meant that as a compliment to you Phyllis, as well as a slight to Andy.  ";5;5
"Dwight";" Cornell is a good school, and I want to better myself through higher education. If it makes Andy angry, so be it. [He sips from his Cornell mug]  ";5;5
"Holly";" I have to unpack this weekend but maybe next weekend we go to the outlets!";5;5
"Michael";" Cool!";5;5
"Darryl";" Mike you’ll drive this every weekend?";5;5
"Michael";" We’re gonna switch back and forth, the driving. Sometimes we’ll just meet in the middle. It’ll be fun. Wait a sec. Oh I love this song.";5;5
"Michael And Holly";" Life is a highway, I want to ride it all night long.  ";5;5
"Michael, Holly, And Darryl";" If you’re going my way, I wanna drive you all night long! If you’re going my way…  ";5;5
"Dwight";" Hey there. So uh, how do you think we’re gonna do against Penn this year? Nathan Ford’s arm looks pretty strong.";5;5
"Andy";" Well he’s had a pretty good season so far— Stop saying “we.” You did not go to Cornell. Okay, you’re just doing this to screw with me.";5;5
"Dwight";" Not so. Cornell is an excellent school. Without its agricultural program, we probably wouldn’t have cabbage. At least not modern cabbage.";5;5
"Andy";" I know it’s an excellent school, Dwight. I went there. My blood runs Big Red.";5;5
"Dwight";" Someday, we’ll both get together in Comstock Hall and just laugh about all of this.  ";5;5
"Pam";" Hey!";5;5
"Tom";" Hey, future baby sis! ";5;5
"Pam";" How are you Tom. Nice to see you.";5;5
"Tom";" I’m good.   ";5;5
"Pam";" I asked Tom and Pete to come early so we could play a prank on Jim at lunch! Pretty awesome, right? I think they’re into the idea. They’re probably thinking, “That Pam Beasly, she’s the coolest sister-in-law on the planet. She’s the best! The absolute best.”  ";5;5
"Pam";" Okay, so here’s what I’m thinking. I’m gonna say that before ceramics class, I took off my ring, and then when I changed back out of my smock, it wasn’t in my pocket anymore, and I lost it. ";5;5
"Pete";" That’s perfect. You know what would be even more hilarious? Remember that thing we did when Jim was in high school with his girlfriend?";5;5
"Tom";" Right! That would be hilarious! We should totally dog her, about being an artist, never making any money!";5;5
"Pete";" That, is awesome!";5;5
"Tom";" Like she basically has a hobby, for a job.";5;5
"Pete";" Oh yeah.";5;5
"Pam";" So, not the ring then? The- the- Not doing the ring?";5;5
"Pete";"  I think this is better.";5;5
"Tom";" The other thing would “get” Jim.";5;5
"Pete";" This is nicer, it’s fun. It’s fun!";5;5
"Pam";" Okay, okay.";5;5
"Tom";" Oh, he hates it when we pick on his girlfriends.";5;5
"Pam";" Oookay….  ";5;5
"Pam";" They came up with that idea really fast.  ";5;5
"Darryl";" This trip was longer than I thought.";5;5
"Holly";" Yeah it did look shorter on the map-";5;5
"Michael";" Ah! Ah! Ahhhh!  [waking up] Hey. Whew. Ow. I was having a nightmare.";5;5
"Holly";" You were sleeping?  You were talking before.";5;5
"Michael";" Was I?  Really? Was I saying anything interesting?";5;5
"Darryl";" Not really.";5;5
"Michael";" All right. What’s the scoop, how far?";5;5
"Darryl";" Four hours. Almost halfway there.";5;5
"Holly";" We’re only halfway?";5;5
"Michael";" Halfway! Okay, You know what I want to do, I want to pull over and find little bed and breakfast for when we meet in the middle. Emphasis on the bed. And the breakfast.";5;5
"Darryl";" Next exit isn’t for five miles.";5;5
"Holly";" Let’s check there.  ";5;5
"Pam";" Hey guys.";5;5
"Jim";" Hey, how are you? ";5;5
"Pam";" Hi! [smooches]";5;5
"Jim";" Good to see you.";5;5
"Pete";" Nice to see you again, Pam.";5;5
"Tom";" Pam, I haven’t seen you in so, so long! ";5;5
"Jim";" All right so now we can sit… and get comfortable.  ";5;5
"Darryl";" There’s nothing out here man.";5;5
"Michael";" Yeah. I don’t know I just- I imagined a hotel right here. Pool, over here. Really good breakfast place. With really good bacon.  ";5;5
"Michael";" Here we go, fourth time’s a charm. “Life’s like a road where you just… one day here, and the next day back…Sometimes you deal with it, today you don’t, sometimes you do, what you want… there’s a world out there…. [Holly sobs] Hey. Are you crying?";5;5
"Holly";" No.";5;5
"Michael";" Allergies?";5;5
"Holly";" No.";5;5
"Michael";" Did Darryl touch you?";5;5
"Darryl";" WHAT!?";5;5
"Holly";" No, Darryl did not touch me. Can we just keep going, please? [crying]  ";5;5
"Michael";" What’s the matter?";5;5
"Holly";" It’s not gonna work.";5;5
"Michael";" Sure it is.";5;5
"Holly";" There’s too much distance.";5;5
"Michael";" Oh no no no.. It’s gonna work, it’ll be fine.";5;5
"Holly";" Michael we’ve only been dating each other for a few weeks";5;5
"Michael";" Listen to me. I like you so much.";5;5
"Holly";" And I like you too.";5;5
"Michael";" And I’ve dated four women in the last–";5;5
"Holly";" I’ve dated four guys last year too.";5;5
"Michael";" Not last – no. In like the last ten years.";5;5
"Holly";" Oh.";5;5
"Michael";" I’ve dated almost four women, and you are so far above them, it is stupid.";5;5
"Holly";" Michael. Don’t. Don’t. Don’t make it harder than it has to be.";5;5
"Michael";" That’s what she said.  ";5;5
"Michael";" Holly thinks that this relationship is over. Well, you know what? I am not gonna give up that easy. I’m gonna make this way harder than it needs to be.  ";5;5
"Andy";" Take that down. [Dwight has hung a large red Cornell banner from the ceiling]";5;5
"Dwight";" Excuse me?";5;5
"Andy";" Take. That down.";5;5
"Meredith";" You know I once dated a couple of guys from Cornell. They were really nice. They gave me a ride home.";5;5
"Andy";" I seriously doubt that anyone from Cornell dated you.";5;5
"Creed";" It’s pronounced Ker-nell. It’s the highest rank in the military.";5;5
"Andy";" It’s pronounced “Corn-ell!” It’s the highest rank in the Ivy League!";5;5
"Dwight";"  Andy, let’s just talk about this man-to-man, after work.";5;5
"Andy";" Fine. ";5;5
"Dwight";" What do you say?";5;5
"Andy";"  Yeah, good. Can we— [Dwight pulls out Cornell mascot bobble-head] Grr. Heh heh heh. That’s Big Red Bear! That’s a bobble Big Red Bear! God!!  ";5;5
"Holly";" If you leave on Friday, by five, you’ll be rolling in at… midnight? At best?";5;5
"Michael";" Yeah.";5;5
"Holly";" And then sleep in Saturday. That only leaves us less than 24 hours before you have to go back again.";5;5
"Michael";" Okay, okay. I will talk to you on the Bluetooth the entire trip. So we’re talking constantly all the way. ";5;5
"Holly";" Oh. ";5;5
"Michael";" I’ll tell you everything that I see. Everything that I pass by, things that I witness on the road.";5;5
"Holly";" Well-";5;5
"Michael";" Maybe I’ll see an accident one weekend?";5;5
"Holly";" How long could we keep that up?";5;5
"Michael";" Years!";5;5
"Holly";" Years?";5;5
"Michael";" Yeah.";5;5
"Holly";" Years?  Of just a few hours every weekend?";5;5
"Michael";" Here’s my wish. I want you to meet a great guy, and I want you to be happy.";5;5
"Holly";" [kisses his temple] Thank you.";5;5
"Michael";" My wish has come true, incidentally, because, you’ve met me, and you are happy.";5;5
"Darryl";" Clever, Mike.  ";5;5
"Tom";" So Pam, how much does an artist make after they leave art school?";5;5
"Pete";" Yeah, not a lot of money in the arts, right?";5;5
"Jim";" That’s not really true. There’s a lot of things you can do with an art degree actually.";5;5
"Tom";" Maybe Pam should pay the check by drawing a picture on this napkin.";5;5
"Jim";" Wow, that’s- that’s a little rude. What’s your deal?";5;5
"Pete";" Hey, just having fun Jimmy.";5;5
"Tom";" Yeah. Right Pam?";5;5
"Pam";" Yup! [Tom and Pete give Halpertian looks to camera]  ";5;5
"Michael";" You know what? I think we’re a great couple. I think we’re a classic couple. I think we’re like Romeo and Juliet. I think we… go together so well.  We’re like peanut butter and jelly, don’t you think?";5;5
"Holly";" I do, I think so.";5;5
"Michael";" Then don’t do it. Please don’t do this. Please don’t do this. [they continue arguing]";5;5
"Darryl";" [leaving someone a message on his cell phone, looking very uncomfortable] Hey what’s up, I just thought I’d try you. I was thinking about that story where you ran into the girl you used to babysit. ";5;5
"Michael";" I don’t know what I’m gonna do! ";5;5
"Darryl";" Please call me back.";5;5
"Michael";" Please?";5;5
"Holly";" You’ll be okay";5;5
"Michael";" I’m not gonna be okay.";5;5
"Darryl";" Please…";5;5
"Holly";" You will.";5;5
"Michael";" No I won’t! I’m not strong! And I’ll go back to Jan, and I hate Jan! Oh God!  ";5;5
"Andy";" [outside men’s room] You might be interested- [stops when he sees Stanley come out]";5;5
"Stanley";" What?";5;5
"Andy";" Dwight!";5;5
"Dwight";" Andy, I’ve been meaning to ask you, which a cappella group should I join? The Harmoniacs, or the Do-Re-Mi-Go’s?";5;5
"Andy";" Hm. Assuming you had the voice to be in any of them, it’s irrelevant. Because I called admissions and it looks like I, will be conducting your university interview.";5;5
"Dwight";" That’s a conflict of interest.";5;5
"Andy";" Yeah. Big one. So, should I not let you in now, or do you want to do the interview, and then I won’t let you in?";5;5
"Dwight";" [thinks] Interview.";5;5
"Andy";"  Excellent. When the hourglass strikes three, then in the room whence employees confer.";5;5
"Dwight";" What?";5;5
"Andy";" The conference room!";5;5
"Dwight";" Okay.  ";5;5
"Andy";" Who are your role models?  ";5;5
"Andy";"  If I had to put Dwight’s chances into a percentage, I would say he has none percent chance.  ";5;5
"Andy";" So, Dane Cook, Jack Bauer, and Eli Whitney. You’re doing great.  ";5;5
"Jim";" Oh wow. This is my niece Vanessa. She’s a trumpeter. And, look at her.";5;5
"Pam";" Cute.";5;5
"Jim";" That must be really fun for you and Marci huh?";5;5
"Tom";" Yup. She only knows how to play “When the Saints go Marching In.”";5;5
"Jim";" Love that one.";5;5
"Pete";" Yeah but, she doesn’t think she’s gonna be like, career musician right?";5;5
"Jim";" Here you go again! What is your deal today?";5;5
"Pete";" Just saying. How many famous trumpeters can you name besides… Louis Armstrong?";5;5
"Pam";" Miles Davis.";5;5
"Jim";" One.";5;5
"Pam";" Chet …something.";5;5
"Jim";" Half.";5;5
"Pete";" The point is Pam, is there are jobs-";5;5
"Pam";"  Dizzy Gillespie.";5;5
"Jim";" Also good.";5;5
"Pete";" And there are hobbies. I love baseball more than anything, but you don’t see me try to get on the Mets.";5;5
"Tom";" You don’t!";5;5
"Jim";" Pete couldn’t make the Mets. She’s at Pratt. You played JV baseball. Will you lighten up a little bit?";5;5
"Pete";" I’m just calling it like I see it.";5;5
"Pam";" I don’t know if I’m gonna make any money with art.";5;5
"Jim";" Pam, don’t worry about it.";5;5
"Pam";" I mean it’s a very competitive field. But I have a professor who says I have a lot of promise, and if I don’t try now, I never will. So…";5;5
"Jim";" Guys, what is going on?!  [Pete and Tom burst out in laughter]";5;5
"Tom";" We pranked you!";5;5
"Pete";" It was Pam’s idea. Pam was the mastermind.";5;5
"Pam";" … Got you.";5;5
"Pete";" That was killer. I was so close to blowing it.  ";5;5
"Andy";" Let’s see how well you know your Big Red history.";5;5
"Dwight";" Bring it.";5;5
"Andy";" Who was Cornell’s eighth president?";5;5
"Dwight";" Dale Raymond Corson!";5;5
"Andy";" Mm, I’m sorry that’s incorrect. Cornell’s seventh president was in fact, James A. Perkins. [writes in a notebook] Comprehension skills, sub-par.";5;5
"Dwight";" Hmm, interviewing skills, sub-par. [writes in a notebook]";5;5
"Andy";" What are you writing? Can’t even give Cornell your full attention?";5;5
"Dwight";" On the contrary, I’m helping Cornell. By evaluating their interviewers.";5;5
"Andy";" Nobody wants …that, to happen.";5;5
"Dwight";" Well, when they get my evaluation we’ll see if they’re interested.";5;5
"Andy";" “Applicant is attempting to blackmail interviewer, showing low moral character.”";5;5
"Dwight";" “Interviewer is threatening applicant with an arbitrary review process.”";5;5
"Andy";" “Applicant is wasting everyone’s time with stupid and inane accusations.”";5;5
"Dwight";" “Interviewer has suspect motives.”";5;5
"Andy";" “Applicant has a head shaped like a trapezoid.” ";5;5
"Dwight";" “Interviewer has turned off applicant’s interest in Cornell, and they are going to go to the vastly superior Dartmouth.” Ever heard of it? I think I have everything I need.";5;5
"Andy";" I have everything I need- [talking over each other]";5;5
"Dwight";" And you will be hearing from the –";5;5
"Andy";" And you will be hearing from –";5;5
"Dwight";" -Cornell Application Department, ";5;5
"Andy";" which I will not be a part of-";5;5
"Dwight";" And you will not be pleased with the result. [pulls table away from Andy]";5;5
"Andy";" And YOU will not be pleased with the result!";5;5
"Dwight";" And your affiliation with Cornell –";5;5
"Andy";" And your affiliation with Cornell –";5;5
"Dwight";" Will end completely!";5;5
"Andy";" Will end completely!";5;5
"Dwight";" [has won the table war] That is all sir, you may go.  ";5;5
"Darryl";" [Michael and Holly cautiously pass each other] There’s another dolly in the truck, Mike. You could take more than that lamp.  ";5;5
"Pam";" For the record, I wanted go another direction. Which was way better.";5;5
"Jim";" Well, I’ll be the judge of that. What do you got?";5;5
"Pam";" Okay. I lost my engagement ring in ceramics class. Left it in my smock. I had this whole thing where I go back to class, wrongly accuse another girl. Look I even used makeup to put a ring around my finger, you can hardly see it, it’s very subtle. ";5;5
"Jim";" That is good.";5;5
"Pam";" Thank you.";5;5
"Jim";" Truthfully anything would have been better than that prank. [laughs] Oh, text message from my brother. “Pam cool. Welcome to the family.”";5;5
"Pam";" Oh. Hey how about at Thanksgiving we prank Tom about being bald?  ";5;5
"Darryl";" This is the last of it. ";5;5
"Michael";" Oh that’s mine actually. Um, maybe put it back in the truck.";5;5
"Darryl";" You’re not staying?";5;5
"Michael";" You know I have some things I need to do this weekend. I just remembered, so, I’ll just ride back with you.";5;5
"Darryl";" But you want me to put it back in the truck.";5;5
"Michael";" I’ll be down in just a second. [into house] Holly?  ";5;5
"Michael";" So um… I think I’m gonna go back with Darryl [Holly hugs Michael] Okay. [they kiss goodbye.] Goodbye.";5;5
"Holly";" Okay. Bye.  ";5;5
"Darryl";" I know it’s hard Mike. Break-ups hurt.";5;5
"Michael";" We didn’t break up.";5;5
"Darryl";" Looked like it. Sometimes when I’m down like this, it helps to sing the blues.";5;5
"Michael";" Okay.";5;5
"Darryl";" [bluesy] Da na na na na…  da na na na  na…";5;5
"Michael";" That’s a really pretty song. ";5;5
"Darryl";" Da  na na na na.  No, no, check it out, look. Da  na na na na… want to do that?";5;5
"Michael";" Okay.";5;5
"Darryl";" That’s when you hit me with what’s getting you down, okay?";5;5
"Michael";" Okay.";5;5
"Darryl";" Da  na na na na.";5;5
"Michael";" Da  na na na na.";5;5
"Darryl";" Da  na na na na.";5;5
"Michael";" Da  na na na na.";5;5
"Darryl";" No, wait. You’re, you’re supposed to… Never mind. Da  na na na na.";5;5
"Michael";" Da  na na na na.";5;5
"Darryl";" Da  na na na na.";5;5
"Michael";" Da  na na na na.";5;5
"Darryl";" Da  na na na na!!";5;5
"Michael";" Da  na na na na!! ";5;5
"Darryl";" Da  na na na na .";5;5
"Michael";" [deeper] Da  na na na na.";5;5
"Darryl";" Yeah!  Da  na na na na.";5;5
"Michael";" [deeper] Da  na na na na.";5;5
"Darryl";" YEAH! Da  na na na na.";5;5
"Michael";" [blues singer] Da  na na na na…  ";5;5
"Andy";" [Whistling, enters office in farmer overalls]  I thought I’d come in casual today. Man, I’m hungry. Anyone else feel like a beet?";5;5
"Dwight";" Where did you get those?";5;5
"Andy";" What, these?  Bernard Farms. Best beets in the state.";5;5
"Dwight";" I see what you are doing. But I do not know where you are going with this.";5;5
"Andy";" Well you will. Soon as you visit, my new beet farm. [attempts to bite into a raw beet, beet is too hard] You’re supposed to cook these, aren’t you?";5;5
"Dwight";" [scoffs] Cornell. [easily bites into a beet]  ";5;5
"Oscar";" We’ll miss you.";5;5
"Holly";" Well, I’ll be around.";5;5
"Oscar";" [chuckling] Isn’t it a seven-hour drive?";5;5
"Holly";" It’s not that bad. But if I’m really jonesing to see you guys, I can always fly.";5;5
"Oscar";" I don’t know if it’ll be shorter to fly. [Holly gasps] You have to drive to Boston, right? That’s an hour and a half. Get there an hour before the flight. Now you’re up two and a half hours. The flight to Philadelphia is an hour fifteen. It’s another two and a half hour drive to Scranton, assuming there’s no traffic, because….";5;5
"Holly";" [interrupting Oscar] Well, I just want to say goodbye. [hugs Oscar]";5;5
"Oscar";" Okay.";5;5
"Holly";" Okay.";5;5
"Oscar";" Bye.";5;5
"Kevin";" Well, Hol, this is it.";5;5
"Holly";" Yeah, okay. [extends hand to Kevin]";5;5
"Kevin";" [outstretches arms for a hug, Holly reluctantly complies]";5;5
"Kevin";" [whispers in Holly’s ear, Holly reacts with horrified look]";5;5
"Holly";" [pushing Kevin away] Um, yeah, that’s not gonna happen.";5;5
"Kevin";" Yeah, but you have to admit it would be wild.";5;5
"Kelly";" So, you’re dumping Michael? Smart.";5;5
"Holly";" No, we’re gonna do the long-distance thing.";5;5
"Kelly";" Oh! You guys are gonna keep dating? That’s so romantic!";5;5
"Holly";" Yeah, thanks.";5;5
"Phyllis";" I almost quit my job so I could be closer to Bob, and we’re in the same building.";5;5
"Holly";" Oh, well….look, we could always call, or email, or write. I should get all your email addresses.";5;5
"Angela";" Yes, we’ll email you, and then you’ll have our addresses.";5;5
"Holly";" [talking head] It’s a little sad. Michael and I just started dating. He wants me to stay and get a job around here as a baker. Or a baker’s helper.";5;5
"Michael";" [talking head] This is gonna be awesome. This is gonna be awesome. I’ve decided that on my drives to Nashua, I am going to learn French, the language of love. And on my drives back, I am going to learn Spanish; what the cleaning crew speaks.";5;5
"Darryl";" [talking head] I’m driving them up for five times what I would’ve made at work. I thought I made a good deal. [expression changes from smiling to downcast] Then I realized I’m gonna be trapped in a truck with Mike all day.  ";5;5
"Michael";" [playing cat’s cradle with Holly] Okay, am I grabbing this one?";5;5
"Holly";" [chuckling] No, that’s not what you’re grabbing.";5;5
"Michael";" [laughs]";5;5
"Holly";" Put….okay….";5;5
"Darryl";" [driving truck] Hey, y’all are not gonna be playing these little private games all the way. ";5;5
"Holly";" Sorry, Darryl.";5;5
"Darryl";" It’s like Driving Miss Daisy, you know?";5;5
"Holly";" All right.";5;5
"Darryl";" You gotta include me in the conversation.";5;5
"Michael";" Fair enough.";5;5
"Darryl";" If you don’t mind.";5;5
"Michael";" Okay, okay. What kind of car games did you play in the ‘hood?";5;5
"Darryl";" I got a game. Cow surfing.";5;5
"Michael";" Cow surfing?";5;5
"Darryl";" Spot a cow, last person to say “Jackson Five” has to get on its back and ride it.";5;5
"Michael";" Really? ";5;5
"Holly";" Were there even cows where you grew up?";5;5
"Darryl";" Everybody got a government cow.";5;5
"Michael";" Cow surfing. [spots a cow out the window] Okay, here we go, there’s a cow.";5;5
"Holly & Darryl";" [in unison] Jackson Five!";5;5
"Michael";" Oh, shoot! Okay. All right. All right. [throws up hands] Pull it over. Here we go.";5;5
"Darryl";" Here we go. Go get him, Mike!";5;5
"Michael";" [reaching to open door] I’m gonna do it.";5;5
"Holly";" [grabs Michael’s arm] No, Michael. It’s not a real game.";5;5
"Darryl";" Then why did you say “Jackson Five?”";5;5
"Michael";" The man has a point.";5;5
"Holly";" Darryl….";5;5
"Darryl";" All right, I made it up.";5;5
"Michael";" [visibly shocked] What? Why?";5;5
"Darryl";" Because I wanted you to like me.";5;5
"Michael";" [gasps] I do! Hey, come on!";5;5
"Darryl";" [trying not to laugh] Okay.";5;5
"Michael";" Jackson Five.  ";5;5
"Holly & Michael";" [both laugh hysterically at portable DVD player on dashboard while Darryl drives, looking miserable]";5;5
"Darryl";" [makes sudden sharp turn to the left, causing DVD player to fall out open window, then grins to camera]  ";5;5
"Michael";" [rubbing noses with Holly] You’re the one.";5;5
"Holly";" No, you.";5;5
"Michael";" You are.";5;5
"Holly";" You are.";5;5
"Michael";" No, you are.";5;5
"Holly";" You are more.";5;5
"Darryl";" [rubs face in exasperation]";5;5
"Michael";" You’re the best.";5;5
"Holly";" You’re better.";5;5
"Michael";" You’re better. You’re better than my best.";5;5
"Holly";" You’re better than betterest.";5;5
"Holly";" [plants kisses all over Michael’s face]";5;5
"Michael";" Here we go.";5;5
"Holly";" Hold your breath!";5;5
"Michael";" Okay, Ready?";5;5
"Darryl";" [setting stopwatch] Go.";5;5
"Michael & Holly";" [both inhale deeply and lock lips while holding their breath]";5;5
"Darryl";" [looks to camera for several seconds] At least it’s quiet.";5;5
"Michael";" Watch this. Darryl, watch this.";5;5
"Holly";" Look, Darryl, lip up.";5;5
"Michael & Holly";" [kiss each other while puffing their cheeks and mumbling]";5;5
"Holly";" Down, and give me 50!";5;5
"Michael & Holly";" [in unison while kissing with mouths closed] One, two, three, four, five, six, seven, eight, nine, ten!";5;5
"Darryl";" Hey, you know what would be fun? Like, sleeping.";5;5
"Michael";" Yeah";5;5
"Darryl";" You know.";5;5
"Holly";" [hugging Michael] Oh, snuggles!";5;5
"Michael";" Yeah. Right, snuggle time.";5;5
"Holly";" Snuggles.";5;5
"Darryl";" There you go.";5;5
"Michael";" [makes squeaking sounds]";5;5
"Holly";" Spooning.  ";5;5
"Michael";" Here’s what I was thinking. The following weekend, I drive up.";5;5
"Holly";" Mmm hmm.";5;5
"Michael";" We get right in the car, we pop up to Montreal. It’s like another seven hours.";5;5
"Holly";" Ooh!";5;5
"Michael";" Speak.";5;5
"Holly";" We could stay in a cozy B&B with a fireplace?";5;5
"Michael";" Absolutely. Oh, and you know what, Darryl? You are invited to go as well.";5;5
"Darryl";" Oh, thanks. Thanks. No.";5;5
"Michael";" Come on, it’ll be fun.";5;5
"Darryl";" Thank you. Thank you. No.  ";5;5
"Michael";" [emerging from convenience store with two ice cream sundaes] Hey, look at that. Fun, right?";5;5
"Holly";" Mmm.";5;5
"Michael";" Mmm mmm! Remember the 15-scooper we had last week? Wasn’t that good? I was Scooperman, you were Scoopy-Doo. Remember what you said? You were laughing.";5;5
"Holly";" Yeah.";5;5
"Michael";" Say what you said.";5;5
"Holly";" No, Michael. I don’t….[mimicking Scooby-Doo] I’m gonna puke!";5;5
"Michael";" [laughs] I’ll save you! I’m Superman! Scooperman!";5;5
"Holly";" Darryl didn’t want any?";5;5
"Michael";" I didn’t ask.  ";5;5
"Michael";" We want the same things.";5;5
"Holly";" I know, but from seven hours away.";5;5
"Michael";" That is a lucky number. Seven. 7-Up. Seven dwarfs.";5;5
"Holly";" Michael….";5;5
"Michael";" Seven deadly sins. It’s a sign.";5;5
"Darryl";" Hey, y’all wanna hear some loud music or something?";5;5
"Holly";" I’m an atheist. Did you know that? I don’t know your religion. There are so many conversations that we haven’t even had yet.";5;5
"Darryl";" Hey, look, Pennsylvania license plate! That’s crazy! All the way out here! Who can name all the states?  ";5;5
"Michael";" [standing with Holly next to “Welcome to New Hampshire” sign] Oh, it’s really cold here.";5;5
"Holly";" Oh, it’s just later.";5;5
"Michael";" Yeah.";5;5
"Darryl";" [holding camera] Here we go.";5;5
"Michael";" [starts to cry] Can we have another? I think I blinked.  ";5;5
"Holly";" [unlocking front door] This is me here.";5;5
"Michael";" Oh, you have your own entrance. That’s nice.";5;5
"Darryl";" Stairs. Oh, man….  ";5;5
"Angela";" He’s just trying to push your buttons.";5;5
"Andy";" I don’t care, so it doesn’t matter.";5;5
"Angela";" Great, then it doesn’t matter.";5;5
"Andy";" You don’t think he could get in, though….right? I mean, I don’t care, but I just don’t see how he could. I doubt he could get in.";5;5
"Angela";" [reverently] He is fiercely intelligent.";5;5
"Andy";" I don’t care either way, so….shut up.";5;5
"Angela";" He’s just….  ";5;5
"Andy";" [in parking lot on cell phone] Don’t tell me to calm down, Dad! [grunts] Don’t do that! Oh, God, of all people, I thought you would understand. You’re an alum. This guy, he’s….he’s poking the bear! [listens briefly] Yeah, okay, I’ll see you at Thanksgiving. Hi to Mom. Bye.  ";5;5
"Angela";" Why are you doing this to Andy?";5;5
"Dwight";" You once told me that Andy and I had different strengths. Well, he can’t do what I can do. I can get into Cornell, but he doesn’t know how to make food and shelter from a golden retriever.";5;5
"Angela";" [looks at Dwight disgustedly and sighs] Even if you do somehow get in, that’s not going to make me leave Andy.";5;5
"Dwight";" No, but it’ll make you respect him less.";5;5
"Angela";" [sighs] Yes, that’s true.  ";5;5
"Michael";" Ow! God!";5;6
"Dwight";" Oh, nothing can hurt you now. You’re a man in love!  ";5;6
"Darryl";" I was there. That dude is not engaged. I’m not a big believer in therapy, but I’ll go into my own pocket to cover his co-pay.  ";5;6
"Andy";" Big idea: double wedding. Me, Angela, you, Holly.";5;6
"Michael";" No, we would never do that. And if we did, it would be with Jim and Pam.";5;6
"Jim";" Yeah, we’d never do that.";5;6
"Michael";" Yeah, so there you go.";5;6
"Kelly";" [enters Michael’s office] Michael, I got my bridesmaid dress.";5;6
"Michael";" Oh, wow, so quickly.";5;6
"Kelly";" Yeah, and you said I could get it in any color I wanted, so I picked white.";5;6
"Kevin";" Michael, did you tell your mom yet?";5;6
"Michael";" Nope. Nope. Not yet.";5;6
"Jim";" You wouldn’t tell your mom?";5;6
"Kevin";" You love your mom.";5;6
"Kelly";" Call your mom, Michael. [everyone talking]";5;6
"Michael";" I’ll call her later.";5;6
"Group";" [chanting and clapping] Call her! Call her!";5;6
"Michael";" I don’t want to do that. [chanting continues] All right. [picks up phone and dials] She is going to freak out!";5;6
"Andy";" [punches button] Speakerphone!";5;6
"Michael";" That’s — thanks.";5;6
"Mother";" [on speakerphone] Hello?";5;6
"Michael";" Mom, I’m getting married.";5;6
"Mother";" No, you’re not.";5;6
"Michael";" Why do you always do that? Whenever I’m getting married, you don’t believe me.";5;6
"Mother";" Well, are you getting married?";5;6
"Michael";" No. [laughs]";5;6
"Mother";" Are you– [Michael ends call]";5;6
"Michael";" I’m not, I’m not getting married. So… [laughs] Psych.  ";5;6
"Kelly";" So I returned my bridesmaid dress, and it was on sale, so I’m out $100.";5;6
"Michael";" And I’m out a fiancee. Are those the customer surveys?";5;6
"Kelly";" Yeah, uh, this is all of them: Jim, Dwight, Phyllis, Stanley, Andy and — oh. Oh, it’s the receipt to my bridesmaid dress. What’s that doing there? [hands stack of papers to Michael]";5;6
"Michael";" I’ll take care of that for you. [crumples receipt and throws it in trash] Thanks.  ";5;6
"Michael";" Kelly Kapoor is our dusky, exotic customer service rep. And once a year, she will contact our clients and find out how happy they are with our salespeople. Sort of a Kapoor’s List. “Schindler’s List” parody. … That’s not appropriate, no.  ";5;6
"Jim";" Those reports affect our bonuses, which is kind of great for me, because you wouldn’t know it from looking at her, but Pam’s a gold-digger.";5;6
"Pam";" [on Bluetooth speaker] Hey, New York ain’t free. Get back to work.";5;6
"Jim";" Aww.  ";5;6
"Pam";" It’s the world’s tiniest Bluetooth. I found it in a Japanese gadget store in the village. I got one for Jim, too. Jim, say something.";5;6
"Jim";" [on Bluetooth] Testing, testing. Hello, everybody.";5;6
"Pam";" We wanted to stay on the phone all day, but the company has a policy against eight-hour personal calls. So we’re not telling anyone.";5;6
"Alex";" Uh, Pam. What do you want on your coffee?";5;6
"Jim And Pam";" Sprinkle of cinnamon.";5;6
"Pam";" I should go.  ";5;6
"Michael";" Alrighty, Dwighty, let’s see how you did.";5;6
"Dwight";" Bring it on. [starts to put foot up on Michael’s desk]";5;6
"Michael";" No.";5;6
"Dwight";" Sorry.";5;6
"Michael";" Wow.";5;6
"Dwight";" What does it say?";5;6
"Michael";" Dwight, your feedback is horrible.";5;6
"Dwight";" That’s impossible.";5;6
