"Character";"Line";"Season";"Episode_Number"
"Dwight";" Exactly.  ";8;3
"Kevin";" I think we’re ready to give thi- [Kevin slips on grease and falls] Jim?  ";8;3
"Jim";" Is he OK?  ";8;3
"Dwight";" Yep. He’ll be fine.  ";8;3
"Andy";" Surprise! Your new crew.  ";8;3
"Darryl";" Would you just fire me, man?  ";8;3
"Andy";" Why? Because you didn’t win the lottery? How am I supposed to make you happy?  ";8;3
"Darryl";" You wanna make me happy? Huh?  ";8;3
"Andy";" Yeah.  ";8;3
"Darryl";" Give me your job.  ";8;3
"Andy";" Haha, what?  ";8;3
"Darryl";" I’ll do it better than you. I earned it. I deserve it. I got passed over, God knows why, reasons I cannot and will not understand. The job was mine Andy, everyone said it was mine. Make me manager or fire me.  ";8;3
"Andy";" I’m not gonna give you my job! It’s my job! I earned it! And here’s the thing, you weren’t even next in line. I asked about you, I saw your file. You have a history of being short with people and you hired Glenn, your buddy! To replace you in the warehouse. He was under qualified. They saw that.  ";8;3
"Nate";" Also, Darryl, FYI, I already told this to Andy, but uh, you should probably know I technically don’t have a hearing problem, it’s just when there’s a lot of noises…  ";8;3
"Andy";" Nate! Please….thank you. You have no business education, you were gonna take classes under D’Angelo, what happened to that?  ";8;3
"Darryl";" He died.  ";8;3
"Andy";" He didn’t die, his brain died. And my brain is still very much alive and I’d be happy to give you business classes. How come you haven’t asked me about it?  ";8;3
"Nate";" What wa-, what was the last…I’m havin’ a-  ";8;3
"Andy";" None, no part of this has anything to do with you.  ";8;3
"Darryl";" I didn’t have time because of my daughter.  ";8;3
"Andy";" Oh, but you had time for a softball clinic, and a Mediterranean cooking class.  ";8;3
"Darryl";" Hey I’m not gonna tell you this stuff if you gonna throw it back in my face.  ";8;3
"Andy";" Hey. Here’s the thing. Jo saw something in you. She loved you! She gave you a shot and then you stopped pushing. She noticed. [long pause]  ";8;3
"Darryl";" OK.  ";8;3
"Andy";" OK what?  ";8;3
"Darryl";" OK, don’t fire me.  ";8;3
"Andy";" Ah, OK.  ";8;3
"Darryl";" My future’s not gonna be determined by seven little white lotto balls. It’s gonna be determined by two big black balls. I control my destiny. I do.  ";8;3
"Darryl";" I put some guys on tonight. Best of your bunch and my bunch. Tell you now though, it’s gonna be mostly my bunch.  ";8;3
"Andy";" Yeah. [laughs] That makes sense. OK. Good, alright.  ";8;3
"Kevin";" Here…  ";8;3
"Andy";" What is goin’ on?! [shot shows greased aisle flanked by rows of boxes]  ";8;3
"Kevin";" Oh hey guys.  ";8;3
"Darryl";" Why is the forklift in the wall?  ";8;3
"Andy";" Why is the truck empty?  ";8;3
"Dwight";" Uh, it’s not totally empty.  ";8;3
"Darryl";" Is that grease on my floor?  ";8;3
"Dwight";" OK, I can see why you’re angry, you’re coming into this cold. But believe me a lot of thought went into this.  ";8;3
"Darryl";" And did your brains tell you to ruin these boxes with grease?  ";8;3
"Kevin";" OK Darryl, listen and then you will understand. The boxes were ruined during our first trial testing so now it’s cool cause we found another use for them.  ";8;3
"Jim";" OK, alright, that’s…look. All we were trying to do is we thought we could come up with a more efficient way to do things.  ";8;3
"Darryl";" And?  ";8;3
"Erin";" And we did.  ";8;3
"Dwight";" I don’t know.  ";8;3
"Erin";" Jim? Tell them what it’s called.  ";8;3
"Jim";" That’s alright.  ";8;3
"Kevin";" No Jim, tell ’em what a name is.  ";8;3
"Jim";" Doesn’t matter what the name is. Señor Loadenstein, that’s stupid.  ";8;3
"Kevin";" [laughing] Señor Loadenstein. Tell ’em why it’s called that, Jim.  ";8;3
"Jim";" That’s OK, we’re good.  ";8;3
"Erin";" Jim…  ";8;3
"Andy";" No, Jim. Tell us why it’s called Señor Loadenstein.  ";8;3
"Jim";" Porque es muy rapido.  ";8;3
"Dwight";" OK. You know what? It’s been a real busy day, what do you say we put all this away.  ";8;3
"Darryl";" Let me see it.  ";8;3
"Dwight";" It’s uh, it’s in beta testing.  ";8;3
"Darryl";" Let me see it!  ";8;3
"Dwight";" Get the thing, go! Lube it up, Kevin! Start mopping.  ";8;3
"Dwight, Erin, Jim & Kevin";" Uno! Dos! Tres! [Shot shows Jim & Dwight pulling ropes attached to a plank holding Erin in a helmet and boxes of paper down the greased runway, Dwight grunts]  ";8;3
"Phyllis";" Yeah, I lost my client.  ";8;3
"Creed";" I already won the lottery. I was born in the US of A, baby. And as backup I have a Swiss passport.  ";8;3
"Toby";" I would spend a lot of time launching my true crime podcast, The Flenderson Files. Dum bum buh. [whispers] Flenderson files.  ";8;3
"Pam";" We came to an agreement. We’re going to live in a stunning pre-war brownstone at the top of a mountain.  ";8;3
"Jim";" Right. It’s city and country combined.  ";8;3
"Pam";" Just a subway stop away are the best museums in the world.  ";8;3
"Jim";" And I can fish right from the window of Pam’s pottery studio. And we can chat any time we want.  ";8;3
"Pam";" Just like now.  ";8;3
"Jim";" [laughs] Just like now….too bad the schools are terrible.  ";8;3
"Pam";" Oh..  ";8;3
"Jim";" But what are you gonna do about that?  ";8;3
"Pam";" What are you gonna do?  ";8;3
"Toby";" If I won the lottery, I don’t know. I don’t think I’d make any changes to my life. Quit my job, move, meet someone….  ";8;3
"Ryan";" I’d give 35% to AIDS related charities. 25%. If they can’t cure AIDS with 25%, the extra ten’s not gonna make a difference. At some point, you’re just throwing good money after bad.  ";8;3
"Phyllis";" The first thing I’d buy is new boobs. For my mom. She has the worst boobs. It- It’s embarrassing.  ";8;3
"Jim";" Ok, ok. We are so close. All we have to do is figure out that corner and we’re basically there.  ";8;3
"Dwight";" I know. Kevin, we’ve been friends for a long time, right?  ";8;3
"Kevin";" Egons.  ";8;3
"Dwight";" So if I was to ask you to sacrifice your body and lay down on a greasy corner and act as a human bumper shield-  ";8;3
"Jim";" Ok, Dwight! Come on. Here, I think I have an idea.  ";8;3
"Dwight";" I wouldn’t be asking you lightly, now would I?  ";8;3
"Kevin";" No.  ";8;3
"Dwight";" Right. Now do you wanna wear a trash bag, er…  ";8;3
"Jim";" Dammit Dwight!  ";8;3
"Kevin";" However it’s normally done.  ";8;3
"Jim";" Ok, I have a question. Why is the truck so far away?  ";8;3
"Kevin";" Yeah Jim, why’s it so far?  ";8;3
"Erin";" Why’s it so far away?  ";8;3
"Jim";" Ok, I just asked that ques-, I don’t know. I mean it seems like the door is huge, right? So you should be able to back the truck up to the paper.  ";8;3
"Dwight";" Yeah, why is it so far away Jim?  ";8;3
"Jim";" So this warehouse has been around for what? Like a thousand years? And they never thought to back the truck up into it? I guess sometimes it just takes a fresh set of eyes. Alright! [knocks on side of truck]  ";8;3
"Kevin";" Back…  ";8;3
"Erin";" Yeah.  ";8;3
"Kevin";" That looks good. Back. Whoa whoa whoa!  ";8;3
"Jim";" Whoa whoa whoa!  ";8;3
"Erin";" You’re doing great! A little farther away from the wall!  ";8;3
"Kevin";" No no no!  ";8;3
"Erin";" Good…  ";8;3
"Jim";" No! Stop! Stop stop stop stop! You’re way over! Ok, you gotta cut it! Cut it hard! (bleep!) Stop stop stop stop! Stop, stop! Dammit Dwight. Great.   ";8;3
"Dwight";" Come on!  ";8;3
"Jim";" Good.  ";8;3
"Andy";" What better way to announce our new slightly lower prices than with an ad campaign? And what better face for an ad campaign than our new regional manager?  ";8;4
"Andy";" How’d it look?  ";8;4
"Jim";" You’ve seen it, right?  ";8;4
"Andy";" No.  ";8;4
"Pam";" Andy, somebody defaced it.   ";8;4
"Andy";" What? [Stanley enters office laughing] Morning, Stanley.  ";8;4
"Jim";" There’s this thing that people tend to do with billboards. How do I put this? If there’s an opportunity for a graffiti artist to work in a… phallic shape, interacting with the artwork, it’ll happen, and Andy gave them that opportunity.   ";8;4
"Andy";" Erin, how long did we order those billboards for?  ";8;4
"Erin";" Six months.   ";8;4
"Andy";" Oh, god. I need you to call the billboard company.  ";8;4
"Meredith";" [entering office] Great billboard! Funny, edgy, right up to the line without crossing it, loved it.   ";8;4
"Andy";" Which one did you see?  ";8;4
"Meredith";" Washington Street, the one with, like, twenty dongs on it.  ";8;4
"Jim";" Okay, don’t be gross.  ";8;4
"Dwight";" [entering office] What’s going on?  ";8;4
"Pam";" Somebody defaced the billboards we just put out in an inappropriate way.   ";8;4
"Dwight";" Oh, that’s funny. Wait, from the photo shoot with you and me?   ";8;4
"Andy";" Yeah, Dwight.   ";8;4
"Dwight";" No. No. No! NO! NO! NO! NO! NO! [running from building] No, no, no, no, no, no, No, No, No, NO, NO! NO! NO! NO! [stopping in front of defaced billboard] NOOOOOOOOO!  ";8;4
"Dwight";" Schrute Farms is very easy to find, it’s right in the middle of the root vegetable district. If the soil starts to get acidic, you’ve probably gone too far.   ";8;4
"Ryan";" Just give us the address. We’ll look it up online.  ";8;4
"Dwight";" It’s simpler this way.  ";8;4
"Oscar";" It’s really not.  ";8;4
"Andy";" Now, stated arrival time is 3 p.m.  ";8;4
"Kelly";" I don’t get the reason for this party.   ";8;4
"Phyllis";" Yeah, what’s the reason?  ";8;4
"Kelly";" What’s the reason, Andy? What’s the reason?  ";8;4
"Andy";" It’s just a garden party. Sheesh.  ";8;4
"Andy";" You don’t need a reason to throw a garden party anymore than you need a reason to throw a birthday party. It’s a garden party. You don’t need a reason.   ";8;4
"Andy";" Few other super simple reminders – no burping, no slurping, when eating take small bites and chew thoroughly with your mouth closed. Yes, Darryl?  ";8;4
"Darryl";" What happens when we’re done chewing? Do we spit it out on the floor, or keep it in our mouths the rest of the time?  ";8;4
"Andy";" I get it, I’m being a little overbearing. But I promise to be underbearing for a week if you guys just all… step it up.   ";8;4
"Oscar";" Andy, we understand basic table manners, we’re not children.  ";8;4
"Phyllis";" Yeah, it’s just a picnic.   ";8;4
"Andy";" This is not a picnic, Phyllis, it’s a garden party.  ";8;4
"Darryl";" There’s a grill in the warehouse I could bring.  ";8;4
"Andy";" Aw, ew, please don’t. Not a barbecue. It’s better than a barbecue. It’s dignified, quieter, there are rules.   ";8;4
"Pam";" How is that better than a barbecue?  ";8;4
"Ryan";" What’s the dress code on this?  ";8;4
"Andy";" I’m glad you asked – Connecticut Casual.  ";8;4
"Stanley";" Any chance Connecticut Casual is Pennsylvania Business, i.e. this is what I’m wearing to your party.  ";8;4
"Andy";" Guys, my family just threw a garden party to celebrate my brother’s promotion. It was a huge success. Check it out, there’s a video online. Heartwarming impromptu father-son duet.   ";8;4
"Kevin";" Yeah, Oscar, you showed me this.   ";8;4
"Darryl";" I’ve seen this, that’s not you.  ";8;4
"Meredith";" Yeah, whoa, who’s the sausage?  ";8;4
"Andy";" It’s my dad and my brother. I would have joined in but this melody doesn’t really support another harmony part, so… Check it out, that’s my brother’s boss. Look how psyched he is, he’s having an awesome time.  ";8;4
"Jim";" Ah, and did Robert California get an invite to your party?  ";8;4
"Andy";" Yeah, of course. Ye… I mean, uh, yeah, I think he did. [groans from the group]  ";8;4
"Phyllis";" Why didn’t you just say this was to impress Robert California?  ";8;4
"Gabe";" I cannot believe that Andy is throwing a party like this just to impress the CEO. Classic Gabe move. Hey Andy, how about you don’t steal my business strategies, and I won’t dress like my life is just one long brunch?  ";8;4
"Andy";" See you all there at 3 p.m., Connecticut Casual, remember your manners, and have a wonderful time.  ";8;4
"Dwight";" And please refer to the map, stay off of the web. Thank you.  ";8;4
"Jim";" [pointing to computer monitor] So, we’ve typed in the address, now let’s take a look at the street view. [picture of Dwight and Mose on a see-saw]  ";8;4
"Dwight";" They don’t warn you when the cameras are driving by.  ";8;4
"Jim";" Ah. Why do you keep reading that garden party book? I mean, how hard are finger sandwiches and tea?  ";8;4
"Dwight";" There’s so much more to it than that.  ";8;4
"Dwight";" I’ve been wanting Schrute Farms to break into the high-end event hosting industry for some time, and this party is a great opportunity. Plus, I’ve got a secret weapon. [holds up book, Throwing A Garden Party by James Trickington] Only one copy in the world and some sucker on the internet sold it to me for two dollars. [laughs]  ";8;4
"Jim";" I’m actually really disappointed in how poorly my book is doing. [holds up same book] I’ve only sold one copy.  ";8;4
"Angela";" Is there anything you wish you had done differently to avoid cankles?  ";8;4
"Pam";" Nope.  ";8;4
"Angela";" I’ve already gone up another cup size.  The senator is grossed out. When do you start feeling it kick?   ";8;4
"Pam";" Cece was around 22 weeks, but Phillip was much earlier.   ";8;4
"Angela";" Phillip?  ";8;4
"Pam";" Oh, oh my gosh. Yes, but don’t, don’t say anything, okay? It’s after my grandfather.   ";8;4
"Angela";" Phillip is the name that we’re using. It’s after my favorite cat.   ";8;4
"Pam";" [giggling] Oh, wow. Funny. It’s after my grandfather.  ";8;4
"Angela";" It’s after my cat.  ";8;4
"Robert";" [on the phone] Andrew, I’ve picked up two possible gifts to bring this afternoon. One, a pot of marmalade.  ";8;4
"Andy";" Ooh, that sounds great.  ";8;4
"Robert";" Well, that, that is what you want then, the marmalade.  ";8;4
"Andy";" Sure.  ";8;4
"Robert";" You don’t want to hear the other one. You love marmalade.  ";8;4
"Andy";" Uh, I’ll hear the other one.  ";8;4
"Robert";" It’s a basil plant.  ";8;4
"Andy";" You know, the marmalade sounds great.  ";8;4
